"filename", "language", "Markdown", "YAML", "JSON", "HTML", "Dart", "Ruby", "Properties", "C++", "Swift", "CMake", "XML", "comment", "blank", "total"
"/Users/tomasmucha/FridgeMate-Flutter/windows/flutter/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 12, 110
"/Users/tomasmucha/FridgeMate-Flutter/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 5, 18
"/Users/tomasmucha/FridgeMate-Flutter/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 6, 16
"/Users/tomasmucha/FridgeMate-Flutter/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 26
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 7, 41
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 7, 16, 72
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 9, 34
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 10, 44
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/resource.h", "C++", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 2, 17
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 2, 10, 66
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/utils.h", "C++", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 6, 20
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 24, 55, 289
"/Users/tomasmucha/FridgeMate-Flutter/windows/runner/win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 31, 24, 103
"Total", "-", 21, 46, 1815, 19, 4818, 64, 8, 558, 65, 464, 473, 343, 916, 9610
